The World Series of Pop Culture,0,0
The World Wars,62,4.1
The World's Best,0,0
The Writers' Room,73,7.3
The Wrong Door,0,0
The Wrong Mans,79,8.5
The WWE Experience,0,0
The X Effect,0,0
The X Factor,70,5.7
The X Factor (UK),0,5.3
The X's,0,0
The X-Files,70,8.7
The Xtra Factor,0,0
The Young and the Restless,0,4.0
The Young Indiana Jones Chronicles,71,8.8
The Young Ones,0,8.1
The Young Pope,68,7.5
The Zen Diaries of Garry Shandling,90,6.9
There and Back: Ashley Parker Angel,0,0
There Goes the Neighborhood,31,2.8
There's Something Wrong With Aunt Diane,67,0
There's... Johnny!,60,5.9
They Are My Noble Masters,0,0
Thief,71,8.3
Thieves Like Us,0,0
Things to Try Before You Die,0,0
Thintervention with Jackie Warner,0,0
Third Watch,0,9.0
Thirteen,73,5.8
thirtysomething,0,0
This American Life,79,7.9
This Close,75,6.9
This Giant Beast That Is the Global Economy,48,0
This Is England '86,0,8.7
This is Mike Stud,0,0
This Is Not Happening,0,0
This is Tom Jones,0,0
This Is Us,76,7.4
This Might Hurt,0,0
This Morning,0,0
This Movie Sucks!,0,0
This Old House,0,0
Thomas The Tank Engine & Friends,0,8.8
Thorne,73,0
Those Who Can't,57,5.3
Those Who Kill,54,7.2
Threat Matrix,0,0
Three Delivery,0,0
Three Moons Over Milford,0,0
Three Rivers,48,7.7
Three Sheets,0,0
Three Strikes,0,0
Three Wishes,39,8.3
Three's Company,0,0
Threshold,64,7.9
Through The Wormhole with Morgan Freeman,0,8.8
Throwdown with Bobby Flay,0,0
Thumb Wrestling Federation,0,0
Thunderbirds,0,0
ThunderCats,0,7.5
Thurgood,78,0
Tiara Girls,0,0
Tidying Up with Marie Kondo,69,4.0
Ties That Bind,53,5.8
Tig,89,5.2
Tiger Cruise,0,0
Til Death,37,5.7
Til Death Do Us Part: Carmen + Dave,0,0
Tilt,0,0
"Tim and Eric Awesome Show, Great Job!",0,7.9
Tim and Eric Nite Live,0,0
Tim and Eric's Bedtime Stories,0,0
Tim Gunn's Guide to Style,63,7.5
Time After Time,59,5.1
Time of Death,83,6.7
Time Traveling Bong,63,5.4
Time Trumpet,0,0
Time Warp,0,0
Time Warp Trio,0,0
TIME: The Kalief Browder Story,88,6.8
Timecop,29,0
Timeless,0,0
Timeless (2016),65,7.2
Timmy Time,0,0
Tin Man,53,6.2
Tin Star,0,4.6
Titan Maximum,0,0
Titanic,51,3.4
Titanic: Blood and Steel,55,6.0
Titans (2018),55,6.5
Tittybangbang,0,0
Titus,0,0
TKO: Total Knock Out,0,2.5
TMi (UK),0,0
TMZ on TV,0,3.0
TNA Epics (UK),0,0
TNA ReACTION,0,0
To Aru Kagaku no Railgun,0,0
To Aru Majutsu no Index,0,0
To Be Fat Like Me,0,0
To Love and Die,0,0
To Love Ru Trouble,0,0
To Tell the Truth,0,0
To Walk Invisible: The Brontë Sisters,71,6.1
Toasted tv,0,0
Toasted tv,0,0
Today ,0,0
Todd Margaret,65,6.8
Toddlers and Tiaras,0,2.7
Todrick,0,0
Togetherness,79,7.5
Tokimeki Memorial: Only Love,0,0
Tokko,0,0
Tokyo Majin Gakuen Kenpucho: Tou,0,0
Tokyo Mew Mew,0,0
Tom and Jerry,0,9.0
Tom and Jerry Tales,0,0
Tom Clancy's Jack Ryan,66,6.7
Tom Goes to the Mayor,0,0
Tomica Hero Rescue Force ,0,0
Tommy Lee Goes to College,0,0
Tommy Zoom,0,0
Tonightly,0,0
Too Big To Fail,67,6.9
Too Funny To Fail,78,7.9
Too Late With Adam Carolla,0,0
Too Old to Die Young,0,0
Tool Academy,0,0
Tooned!,0,0
Toot & Puddle,0,0
Top 5,0,0
Top Chef,64,6.6
Top Chef Duels,0,0
Top Chef Masters,0,0
Top Chef: Just Desserts,0,0
Top Design,67,4.7
Top Gear,0,9.0
Top Gear (US),73,4.1
Top Gear America,0,0
Top Gear Australia,0,0
Top Of The Lake,87,7.0
Top This Party,0,0
Toradora!,0,8.9
Torchwood (UK),73,8.0
Torchwood Declassified,0,0
Tori & Dean,0,0
Tosh.0,0,6.8
Total Blackout,53,8.4
Total Drama Island,0,8.7
Total Drama World Tour,0,8.7
Total Recall 2070,45,0
Total Wipeout,0,0
Totally Biased with W. Kamau Bell,0,2.5
Totally Doctor Who,0,0
Touch,63,7.0
"Touch Me, I'm Karen Taylor",0,0
Touched by an Angel,0,0
Tough Love,0,0
Tougher in Alaska,0,0
Touka Gettan,0,0
Tour de Pharmacy,71,7.3
Tournament of Roses Parade,0,0
Toward the Terra,0,0
Tower Prep,0,8.0
Town Haul,0,0
Town of the Living Dead,62,6.1
Toy Hunter,48,6.8
Toy Story of Terror,79,8.1
Toy Story That Time Forgot,81,7.8
Tracey Ullman's Show,70,5.7
Tracey Ullman's State of the Union,70,5.4
Tracks,0,0
Tracy Morgan: Black and Blue,55,0
Trading Spaces,0,0
Trading Spaces: Family,0,0
Trading Spouses,0,0
Traffic,74,0
Traffic Cops,0,0
Traffic Light,63,6.3
Trailer Fabulous,0,0
Trailer Park Boys,0,9.2
Training Day (2017),38,4.6
Transformers,0,8.5
Transformers Animated,0,0
Transformers Cybertron,0,0
Transformers: Masterforce,0,0
TransGeneration,0,0
Transparent,92,7.4
Traveler,53,8.7
Travelers,0,7.1
Treasure Hunters,41,5.9
Treasure Island,58,4.6
Treasure Quest,0,0
Trek Nation,0,0
Treme,88,7.8
Tremors,48,0
Trial & Error,67,6.9
Trick My Truck,0,0
Trick My Trucker,0,0
Tricked Out,0,0
Trinity Blood,0,0
Trippin',0,0
Tripping Over,0,0
Tripping the Rift,0,0
TripTank,0,4.1
Trisha,0,0
Trisha Goddard,0,0
TRL,0,0
Trollhunters,69,8.4
Trollz,0,0
Trophy Wife,64,7.0
Tru Calling,0,8.0
True Beauty,0,0
True Blood,63,8.1
True Caribbean Pirates,0,0
True Detective,87,9.2
"True Jackson, VP",0,6.6
True Life,0,0
True Spin,0,0
True Tears,0,0
Trust,67,7.1
Trust Me,65,7.5
Trust Us With Your Life,0,0
Truth Be Told (2015),26,3.9
Tsubasa: RESERVoir CHRoNiCLE,0,0
"Tsunami, The Aftermath",0,0
Tsuyokiss,0,0
Tuca & Bertie,81,7.0
Tucker,25,0
Tuckerville,0,0
Tuesday Night Book Club,31,4.6
Turkisch fur Anfanger,0,0
Turn Up Charlie,48,7.0
Turn: Washington's Spies,61,8.1
Tut,46,6.1
Tutenstein,0,0
TV Funhouse,0,0
TV Guide Close Up,0,0
"TV Heaven, Telly Hell",0,0
TV Land Confidential,0,0
TV Land: Myths and Legends,0,0
TV Nation,78,0
TWA Flight 800,75,6.2
Twentieth Century Battlefields,0,0
Twenty Good Years,29,5.9
Twenty Questions,0,0
Twenty Twelve,66,6.2
Twentyfourseven,33,5.0
Twin Peaks,96,9.3
Twinning,0,0
Twins,37,4.6
Twisted,66,7.5
Twisted Tales (UK),0,0
Twitches,0,8.3
Twitches Too,0,0
Two and a Half Men,67,8.1
Two Dudes Catering,0,0
Two Guys and a Girl,0,7.5
Two of a Kind,0,0
Two Twisted,0,0
Two-A-Days,0,0
Tycoon,0,0
Tyler Perry's For Better or Worse,0,0
Tyler Perry's House of Payne,0,0
Tyler Perry's Too Close to Home,0,0.2
Tyler's Ultimate,0,0
Tyrant,54,7.8
UEFA Champions League,0,0
UEFA European Championship,0,0
UFC Fight Night,0,0
UFC Primetime,0,0
UFC Unleashed,0,0
UFO Files,0,0
UFO Hunters,0,5.6
Ugly Americans,60,7.0
Ugly Betty,75,8.3
Ugly Delicious,77,6.1
Ultimate Hustler,0,0
Ultimate Recipe Showdown,0,0
"Ultimate Super Heroes, Vixens & Villains",0,0
Ultra,0,0
Ultraviolet: Code 44,0,0
Unan1mous,24,3.1
Unanimous (UK),0,0
Unbeatable Banzuke,0,0
Unbreakable Kimmy Schmidt,78,8.0
Uncle,0,0
Uncle Buck,21,0
Uncle Buck (2016),37,1.9
UnCorked,0,0
Undateable (2014),49,7.6
Undeclared,85,8.0
Under One Roof,0,0
Under the Dome,72,5.9
Under the Gunn,0,2.4
Underbelly,0,9.0
Undercover,58,4.3
Undercover Boss,59,6.4
Undercovers,63,5.7
Underdog,0,0
Underdog to Wonderdog,0,0
Underemployed,56,7.5
Underfunded,0,0
Underground,74,6.5
Undrafted,0,0
Unforgettable,57,5.9
Unforgotten,0,0
Unhitched,43,5.0
Unique Whips,0,0
United States of Tara,67,7.9
United Stats of America,63,7.9
Unnatural History ,0,8.8
UnReal,78,8.3
Unscripted,60,0
Unsolved: The Murders of Tupac and The Notorious B.I.G.,67,5.8
Unspeakable,0,0
Unsupervised,46,6.3
Untamed and Uncut,0,0
Untitled Bonnie Hunt Project,0,0
Untitled Boy Band Project,0,0
Untitled Office Spinoff,0,0
Untitled The O.C. Spinoff,0,0
Untold Stories Of The E.R.,0,0
Unusually Thicke,0,0
Up All Night,64,6.5
Up Late with Stewie and Brian,0,0
Upright Citizens Brigade,0,0
"Upstairs, Downstairs",74,7.7
US of Ant,0,0
Utawarerumono,0,0
Utopia (2014),38,4.1
V,66,6.5
V.I.P.,0,0
V: The Series (1984),0,0
Valentine,47,8.1
Valentine Road,79,0
Valkyria Chronicles,0,0
Valley of the Boom,58,0
Valor,39,4.2
Vampire Bats,39,3.4
Vampire Knight,0,7.5
Van Helsing (2016),54,5.1
Vanished,51,5.0
Vanity Fair (2018),66,5.2
Veep,72,7.8
Vegas,68,6.7
VeggieTales,0,7.8
Venus & Serena: For Real,0,0
Verminators,0,0
Veronica Mars,81,8.6
Veronica's Closet,70,0
Versailles,55,6.4
Very Little Britain,0,0
Very Small Business,0,0
Vexed,0,0
VH1 Divas,0,0
VH1 Goes Inside,0,0
VH1 ILL-ustrated,0,0
VH1 News Presents,0,0
VH1 Storytellers,0,0
Vice,67,6.6
Vice News Tonight,65,0
Vice Principals,56,7.9
Vicious,63,7.6
Victoria (2016),67,6.6
Victoria Beckham: Coming to America,0,0
Victorian Slum House,73,0
Victorious,0,6.2
Victory at Sea,0,0
Vida,75,6.4
Video Game Vixens,0,0
videoGaiden,0,0
Videos After Dark,0,0
Vientos de Agua,0,0
Vietnam in HD,79,8.7
Viewtiful Joe,0,0
Vikings,71,8.0
Vincent,0,0
Vinyl,71,7.0
Viper's Creed,0,0
Virgin Territory,69,5.2
Virtuality,67,8.3
Visions of the Future,0,0
Vital Signs,0,0
Vito,81,0
Viva Hollywood,0,0
Viva la Bam,0,7.3
Viva Laughlin,0,0
Viva Piñata,0,0
Vixen,0,0
VJ Search: The Series,0,0
Voltes V,0,0
Voltron: Defender of the Universe,0,7.3
Voltron: Legendary Defender,0,7.5
Voyage to the Bottom of the Sea,0,0
Voyagers!,0,0
VR.5,63,0
W.A.C.K.,0,0
W/ Bob & David,76,8.1
Waco,56,6.0
Wagaya no Oinarisama,0,0
Wahlburgers,48,4.3
Wait Till Your Father Gets Home,0,0
Waiting for God,0,0
WakeBrothers,0,0
Waking the Dead,0,0
Walk on the Wild Side,0,0
"Walker, Texas Ranger",0,7.7
Wallander,71,7.4
Wallflower,0,0
Walt Disney World Christmas Day Parade,0,0
Wanda at Large,0,0
Wanderlust (2018),69,5.1
Wanna Bet,0,0
Wanted,0,0
Wanted: Dead or Alive,0,0
War & Peace,72,7.8
War and Peace,0,0
War and Rememberance,0,0
Warehouse 13,62,7.5
Warrior (2019),68,7.7
Warriors of Liberty City,77,0
Wartorn: 1861-2010,82,0
Washington Field ,0,0
Washington Heights,58,0
Wasted TV,0,0
Watch Over Me,0,0
Watching Ellie,59,0
Watergate,77,6.6
Waterloo Road,0,6.8
Watership Down (2018),76,5.1
Wayne,0,7.8
Wayside,0,0
Wayward Pines,66,7.4
WCG Ultimate Gamer,0,0
WCW Clash of the Champions,0,0
WCW Main Event,0,0
WCW Monday Nitro,0,0
WCW Saturday Night,0,0
WCW Thunder,0,0
We Are Men,33,2.8
We Got To Do Better,0,0
We Need Girlfriends,0,0
Weaponology,0,0
Web Junk 20,0,0
Web Shows,0,0
Web Therapy,58,6.8
Webdreams,0,0
Webster,0,0
Wedding Band,61,6.8
Wedding Wars,51,7.3
Weed Country,0,3.3
Weed Wars,60,0
Weeds,70,8.2
Weekends at the D.L.,0,0
Weird City,67,5.4
Weird Loners,58,7.1
Weird Science,42,5.8
Weird Travels,0,0
Weird U.S.,0,0
Weird Years,0,0
"Weird, True & Freaky",0,0
"Welcome Back, Kotter",0,0
Welcome Freshmen,0,0
Welcome to Sweden,72,6.1
Welcome to the Captain,50,4.6
Welcome to the Family,46,3.4
Welcome to the NHK,0,9.4
Wendell & Vinnie,0,0
Wendy Wu: Homecoming Warrior,0,9.4
Westside (2018),0,0
Westworld,74,8.8
Wet Hot American Summer: First Day of Camp,74,6.8
Wet Hot American Summer: Ten Years Later,67,6.1
Whale Wars,71,5.4
Whammy! Push Your Luck!,0,0
What About Brian,41,8.9
What Chilli Wants,0,0
What I Did for Love,0,0
What I Like About You,41,0
What If God Were the Sun?,0,0
What Just Happened??!,0,0
What Not To Wear,0,0
What Perez Sez,0,0
What the Ancients Did For Us,0,0
What the Sell?,0,0
What We Do in the Shadows (2019),80,8.1
What Would Diplo Do?,69,5.6
What Would Ryan Lochte Do?,33,3.7
What's Crappening Now!,0,0
What's Happening Now!,0,0
What's Happening!!,0,0
What's My Name: Muhammad Ali,85,0
What's New Scooby-Doo?,0,0
What's With That House?,0,0
What/If,57,5.7
"Whatever, Martha!",0,0
Wheel of Fortune,0,0
Wheel of Fortune (Phi),0,0
When They See Us,87,0
When We Left Earth: The NASA Missions,0,0
When We Rise,67,6.3
When ___ Ruled The World,0,0
Where Did It Come From?,0,0
Where in the World is Carmen Sandiego?,0,0
Where in Time is Carmen Sandiego?,0,0
Where My Dogs At?,0,0
Where on Earth is Carmen Sandiego?,0,0
While You Were Out,0,0
Whisker Wars,60,0
Whiskey Cavalier,64,6.3
Whistleblower (2018),0,0
Whistler,0,0
White Collar,79,8.9
White Dragon,76,0
White Famous,54,3.5
White Heat,60,0
White House Christmas,0,0
White People,61,2.6
Whitechapel,76,7.7
Whitney,48,4.5
Whitney (2015),54,2.7
Who Cares About Girls?,0,0
Who Do You Think You Are?,52,7.6
Who Do You Think You Are? (UK),0,0
Who Is America?,59,7.3
Who Killed JonBenét?,29,0
Who Wants to Be a Millionaire,0,0
Who Wants to Be a Millionaire (UK),0,0
Who Wants to Be a Superhero?,0,0
Who Wants To Marry My Dad?,0,0
Who's Still Standing?,47,5.8
Who's the Boss?,0,0
Who's Your Daddy? (2005),0,0
Whodunnit?,43,7.9
Whoopi,0,0
Whoopi Goldberg Presents Moms Mabley,83,7.0
Whose Line Is It Anyway?,0,8.6
Whose Line Is it Anyway? (2013),0,7.8
Whose Line Is It Anyway? (UK),0,0
Whose Wedding Is It Anyway?,0,0
Why I Wore Lipstick to My Mastectomy,0,0
Why Not? with Shania Twain,62,7.6
Why? With Hannibal Buress,49,5.5
Wicked City,33,4.3
Wicked Wicked Games,0,0
Wickedly Perfect,0,0
Wife Mom Bounty Hunter,0,0
Wife Swap,0,0
Wild at Heart (UK),0,0
Wild China,0,0
Wild Palms,0,0
Wild Roses,0,0
Wild Things with Dominic Monaghan,74,8.3
Wild Wild Country,79,7.6
Wild World of Spike,0,0
Wildboyz,0,0
Wildfire,0,0
Wilfred,67,7.4
Wilfred (Australia),0,6.4
Will,62,5.9
Will & Dewitt,0,0
Will & Grace,75,7.7
Will & Grace (2017),73,6.2
Will Work for Food,0,0
Willa's Wildlife,0,0
William & Catherine: A Royal Romance,53,6.8
William & Kate,58,2.4
William and Mary,0,0
Windfall,44,8.1
Wings,57,0
Winx Club,0,6.4
Wipeout,34,7.3
Wire in the Blood,0,8.2
Wired,0,0
Wired Science,0,0
Wisdom of the Crowd,35,5.7
Wisecrack,0,0
Wisegal,0,0
Wiseguy,56,0
Wishful Drinking,74,6.2
Witchblade,70,0
Witchblade (anime),0,7.6
Witches of East End,50,8.3
Without a Trace,75,6.0
Without Prejudice?,0,0
Witness,79,7.3
Wizard Wars,67,5.0
Wizards of Waverly Place,0,8.1
WKRP in Cincinnati,0,0
WNBA on NBA TV,0,0
Wolf Creek,0,7.1
Wolf Hall,86,7.5
Wolfgang Puck,0,0
Wolverine and the X-Men,0,8.0
Women Behind Bars,0,0
Women of a Certain Age,0,0
Women's Murder Club,51,7.8
Wonder Pets!,0,2.8
Wonder Showzen,0,9.4
Wonder Woman,0,8.0
Wonderland,0,0
Wonders Of The Solar System,0,0
Woops!,24,0
WordGirl,0,0
Work It ,19,0.9
Work of Art: The Next Great Artist,68,8.2
Work Out,0,0
Workaholics,52,7.7
Working Class,47,0
Working Girl,34,0
Working the Engels,48,3.4
World of Dance,0,4.2
World of Quest,0,0
World Series of Blackjack,0,0
World Shut Your Mouth,0,0
World Without End,0,5.7
World's Funniest Moments,0,0
World's Greenest Homes,0,0
World's Strictest Parents (Australia),0,0
World's Toughest Fixes,0,0
Wormwood,82,5.1
Worst Week,62,6.1
Would You Rather...? with Graham Norton,66,0
Wow! Wow! Wubbzy!,0,6.5
Wrecked,0,0
Wrecked (2016),56,7.3
Wreckreation Nation,0,0
Wrestling Society X,0,0
Write & Wrong,0,0
Wu-Tang Clan: Of Mics and Men,85,5.3
WWE After Burn,0,0
WWE Confidential,0,0
WWE ECW,0,0
WWE Excess,0,0
WWE Friday Night SmackDown!,0,7.5
WWE Jakked,0,0
WWE Madison Square Garden Classics,0,0
WWE Monday Night RAW,0,7.9
WWE NXT,0,0
WWE Pay-Per-View,0,8.8
WWE Superstars,0,0
WWE The Bottom Line,0,0
WWE Tough Enough,0,0
WWE Velocity,0,0
WWF Monday Night  Raw,0,0
WWF Raw is War,0,7.3
WWF Shotgun Saturday Night,0,0
WWF Superstars,0,0
WWF Wrestling Challenge,0,0
WXO Wrestling,0,0
Wyatt Cenac's Problem Areas,0,0
Wynonna Earp,68,7.6
X Games 11,0,0
X-Men,0,9.7
X-Men: Evolution,0,7.5
X-Play,0,0
Xam&aposd: Lost Memories,0,0
Xavier: Renegade Angel,0,9.6
Xena: Warrior Princess,0,8.3
Xenosaga: The Animation,0,0
Xiaolin Showdown,0,8.6
XIII,44,7.2
XIII The Series,0,7.0
xxxHOLiC,0,0
Years and Years,0,0
Years of Living Dangerously,81,7.1
Yellowstone (2018),54,6.6
Yes Minister,0,9.3
"Yes, Dear",0,6.8
Yin Yang Yo!,0,6.2
Yo Gabba Gabba,0,7.2
Yo Momma,0,0
YOU,74,7.2
You Are What You Eat,0,0
You Spoof Discovery,0,0
You vs. Wild,0,6.7
You're Cut Off,0,0
You're the Worst,65,8.0
"You, Me and the Apocalypse",71,7.4
Young & Hungry,48,7.2
Young Blades,0,0
Young Dracula,0,0
Young Justice,0,9.1
Young Person's Guide to History ,0,0
Young Sheldon,63,5.0
Younger,75,7.7
Your Family or Mine,0,3.6
Your Mama Don't Dance,0,0
Your Place or Mine?,0,0
Yu-Gi-Oh!,0,7.6
Yu-Gi-Oh! 5D's,0,7.4
Yu-Gi-Oh! Capsule Monsters,0,0
Yu-Gi-Oh! GX,0,6.8
Yume de aetara,0,0
Z Nation,48,6.5
Z Rock,57,8.1
Z: The Beginning of Everything,61,6.4
Zach Stone Is Gonna Be Famous,66,7.8
Zane's Sex Chronicles,0,0
Zatch Bell!,0,0
Zegapain,0,0
Zeke & Luther,0,7.3
Zen,77,7.6
Zenon,0,0
Zero Hour,39,5.7
Zero No Tsukaima,0,0
Zettai Karen Children,0,0
Zoey 101,0,6.5
Zoids,0,0
Zoids Fuzors,0,0
ZOIDS: Guardian Force,0,0
Zombie Apocalypse,0,0
Zombie-Loan,0,0
Zoo,55,5.8
Zorro,0,0
Zorro (1997),0,0
Zorro: La Espada y La Rosa,0,0
#1 Single,0,0
'Til Death Do Us Part,43,7.8
.hack//Roots,0,5.5
07-Ghost,0,0
1 vs 100,54,7.5
1 vs 100 (Australia),0,0
1 vs. 100 (Phi),0,0
"1,000 Ways to Die",0,8.2
10 Days That Unexpectedly Changed America,0,0
10 Items Or Less,42,5.8
10 Things I Hate About You,66,6.6
10.5: Apocalypse,23,4.2
100 Code,0,0
100 Questions,49,3.2
101 Ways to Leave a Game Show,0,3.8
101 Ways To Leave A Gameshow,0,0
106 & Gospel,0,0
11 Cameras,0,0
11.22.63,69,7.8
112 Weddings,74,0
12 Monkeys (2015),57,8.3
12 oz. Mouse,0,7.1
13 Fear Is Real,32,3.9
13 Reasons Why,76,7.6
16 and Pregnant,0,2.2
1600 Penn,55,5.4
18 to Life,0,7.8
19 Kids and Counting,0,0
1st Amendment Standup,0,0
2 Broke Girls,66,7.5
2 Dope Queens,87,5.4
20 to 1,0,0
20/20,0,0
2000 Malibu Road,0,0
2006 Winter Olympics,0,0
2008 Summer Olympic Games,0,0
2057,0,0
21 Jump Street,13,6.0
227,0,10
24,88,8.8
24 Hour Catwalk,0,0
24 Hour Design,0,0
24 Hours in the ER,0,0
24/7,0,0
24: Legacy,49,4.9
29 Minutes of Fame,0,0
3,47,0
3 Lbs.,40,8.0
3-2-1 Contact,0,0
30 Days,0,0
30 for 30,0,0
30 Minute Meals,0,0
30 Rock,67,8.2
3am,0,0
3rd Rock from the Sun,52,7.4
40 Days and 40 Nights,0,0
41,55,0
48 Hours,0,0
4REAL,0,0
4th and Forever,45,0
4th and Loud,0,0
5 Takes,0,0
50 Ways to Leave Your Lover,0,0
500 Questions,0,3.5
52 Fights,0,0
60 Days In,0,7.6
60 Minute Man,0,0
60 Minutes,0,4.8
666 Park Avenue,62,7.2
6teen,0,7.7
7 Days in Hell,67,7.5
7 Days of Sex,38,0
7 Deadly Sins,71,0
72 Hours,45,2.9
7th Heaven,0,4.0
8 Out of 10 Cats,0,0
8 Simple Rules,53,7.0
8th and Ocean,45,8.2
9-1-1,60,6.4
9-1-1: Lone Star,0,0
90210,47,6.7
9JKL,36,3.1
¡Mucha Lucha!,0,0
